borrower_id,company_name,sector,country,currency,period,ead,baseline_pd,baseline_lgd,revenue,ebitda,debt,cash,interest_expense,max_leverage,min_interest_cover,min_liquidity,collateral_value,assets
B032,West Care 32,Healthcare,GB,GBP,2026-03-31,21134009.424183,0.034,0.386,47744029.850404,7535868.039871,31097911.051401,3403439.457019,2554660.479846,4.5,1.5,2322418.618042,24675697.816697,37739302.543183
B032,West Care 32,Healthcare,GB,GBP,2026-06-30,21540432.68234,0.036,0.394,45070364.178781,6932998.596681,32186337.9382,2913344.175209,2670781.410748,4.5,1.5,2322418.618042,24675697.816697,37739302.543183
B033,Oak Partners 33,Business services,GB,GBP,2025-09-30,11466775.722598,0.035,0.39,52135945.791504,7326038.325947,16381108.175139,2620977.308022,1310488.654011,4.5,1.5,1310488.654011,13923941.948868,21295440.627681
B033,Oak Partners 33,Business services,GB,GBP,2025-12-31,11696111.237049,0.037,0.398,51041090.929883,7106257.176168,15971580.470761,2479444.533389,1376013.086712,4.5,1.5,1310488.654011,13923941.948868,21295440.627681
B033,Oak Partners 33,Business services,GB,GBP,2026-03-31,11925446.751501,0.039,0.406,49969228.020355,6893069.460883,15572290.958992,2345554.528586,1441537.519412,4.5,1.5,1310488.654011,13923941.948868,21295440.627681
B033,Oak Partners 33,Business services,GB,GBP,2026-06-30,12154782.265953,0.041,0.414,48919874.231928,6686277.377057,15182983.685017,2218894.584042,1507061.952113,4.5,1.5,1310488.654011,13923941.948868,21295440.627681
B034,Brook Foods 34,Consumer,GB,GBP,2025-09-30,55253839.408856,0.04,0.41,97142324.841214,23219899.101498,78934056.298366,12629449.007738,6314724.503869,4.5,1.5,6314724.503869,67093947.853611,102614273.187875
B034,Brook Foods 34,Consumer,GB,GBP,2025-12-31,56358916.197033,0.042,0.418,98162319.252046,23568197.588021,76960704.890906,12970444.130947,6630460.729063,4.5,1.5,6314724.503869,67093947.853611,102614273.187875
B034,Brook Foods 34,Consumer,GB,GBP,2026-03-31,57463992.98521,0.044,0.426,99193023.604193,23921720.551841,75036687.268634,13320646.122483,6946196.954256,4.5,1.5,6314724.503869,67093947.853611,102614273.187875
B034,Brook Foods 34,Consumer,GB,GBP,2026-06-30,58569069.773387,0.046,0.434,100234550.352037,24280546.360119,73160770.086918,13680303.56779,7261933.17945,4.5,1.5,6314724.503869,67093947.853611,102614273.187875
B035,Vale Freight 35,Logistics,GB,GBP,2025-09-30,27564180.942459,0.045,0.43,44940247.109464,11068835.23111,39377401.34637,6300384.215419,3150192.10771,4.5,1.5,3150192.10771,33470791.144414,51190621.750281
B035,Vale Freight 35,Logistics,GB,GBP,2025-12-31,28115464.561308,0.047,0.438,46198574.028529,11511588.640354,38392966.31271,6754011.878929,3307701.713095,4.5,1.5,3150192.10771,33470791.144414,51190621.750281
B035,Vale Freight 35,Logistics,GB,GBP,2026-03-31,28666748.180157,0.049,0.446,47492134.101328,11972052.185968,37433142.154893,7240300.734212,3465211.318481,4.5,1.5,3150192.10771,33470791.144414,51190621.750281
B035,Vale Freight 35,Logistics,GB,GBP,2026-06-30,29218031.799006,0.051,0.454,48821913.856165,12450934.273407,36497313.60102,7761602.387076,3622720.923866,4.5,1.5,3150192.10771,33470791.144414,51190621.750281
B036,North Engineering 36,Industrials,GB,GBP,2025-09-30,25803437.113105,0.025,0.35,78766764.186925,14487049.521185,36862053.018722,5897928.482995,2948964.241498,4.5,1.5,2948964.241498,31332745.065914,47920668.924338
B036,North Engineering 36,Industrials,GB,GBP,2025-12-31,26319505.855367,0.027,0.358,69944886.597989,12169121.597796,38152224.874377,4199325.079893,3096412.453573,4.5,1.5,2948964.241498,31332745.065914,47920668.924338
B036,North Engineering 36,Industrials,GB,GBP,2026-03-31,26835574.597629,0.029,0.366,62111059.299014,10222062.142148,39487552.74498,2989919.456884,3243860.665648,4.5,1.5,2948964.241498,31332745.065914,47920668.924338
B036,North Engineering 36,Industrials,GB,GBP,2026-06-30,27351643.339892,0.031,0.374,55154620.657525,8586532.199405,40869617.091055,2128822.653301,3391308.877722,4.5,1.5,2948964.241498,31332745.065914,47920668.924338
B037,West Care 37,Healthcare,GB,GBP,2025-09-30,15653818.160097,0.03,0.37,32229322.161512,7680643.491632,22362597.371567,3578015.579451,1789007.789725,4.5,1.5,1789007.789725,19008207.765832,29071376.583036
B037,West Care 37,Healthcare,GB,GBP,2025-12-31,15966894.523298,0.032,0.378,30424480.120468,7066192.012302,23145288.279571,3062781.33601,1878458.179212,4.5,1.5,1789007.789725,19008207.765832,29071376.583036
B037,West Care 37,Healthcare,GB,GBP,2026-03-31,16279970.8865,0.034,0.386,28720709.233722,6500896.651318,23955373.369356,2621740.823624,1967908.568698,4.5,1.5,1789007.789725,19008207.765832,29071376.583036
B037,West Care 37,Healthcare,GB,GBP,2026-06-30,16593047.249702,0.036,0.394,27112349.516633,5980824.919212,24793811.437284,2244210.145022,2057358.958184,4.5,1.5,1789007.789725,19008207.765832,29071376.583036
B038,Oak Partners 38,Business services,GB,GBP,2025-09-30,14808972.545704,0.035,0.39,40177252.359642,6698142.386706,21155675.065291,3384908.010447,1692454.005223,4.5,1.5,1692454.005223,17982323.805497,27502377.584878
B038,Oak Partners 38,Business services,GB,GBP,2025-12-31,15105151.996618,0.037,0.398,39333530.06009,6497198.115105,20626783.188659,3202122.977882,1777076.705484,4.5,1.5,1692454.005223,17982323.805497,27502377.584878
B038,Oak Partners 38,Business services,GB,GBP,2026-03-31,15401331.447532,0.039,0.406,38507525.928828,6302282.171652,20111113.608942,3029208.337077,1861699.405746,4.5,1.5,1692454.005223,17982323.805497,27502377.584878
B038,Oak Partners 38,Business services,GB,GBP,2026-06-30,15697510.898446,0.041,0.414,37698867.884323,6113213.706502,19608335.768719,2865631.086875,1946322.106007,4.5,1.5,1692454.005223,17982323.805497,27502377.584878
B039,Brook Foods 39,Consumer,GB,GBP,2025-09-30,21926447.583005,0.04,0.41,38257958.720442,8906212.304075,31323496.54715,5011759.447544,2505879.723772,4.5,1.5,2505879.723772,26624972.065077,40720545.511295
B039,Brook Foods 39,Consumer,GB,GBP,2025-12-31,22364976.534665,0.042,0.418,38659667.287007,9039805.488636,30540409.133471,5147076.952628,2631173.709961,4.5,1.5,2505879.723772,26624972.065077,40720545.511295
B039,Brook Foods 39,Consumer,GB,GBP,2026-03-31,22803505.486325,0.044,0.426,39065593.793521,9175402.570966,29776898.905134,5286048.030349,2756467.696149,4.5,1.5,2505879.723772,26624972.065077,40720545.511295
B039,Brook Foods 39,Consumer,GB,GBP,2026-06-30,23242034.437985,0.046,0.434,39475782.528353,9313033.60953,29032476.432506,5428771.327168,2881761.682338,4.5,1.5,2505879.723772,26624972.065077,40720545.511295
B040,Vale Freight 40,Logistics,GB,GBP,2025-09-30,32712950.429414,0.045,0.43,78959721.69632,14358917.360629,46732786.327734,7477245.812437,3738622.906219,4.5,1.5,3738622.906219,39722868.378574,60752622.226054
B040,Vale Freight 40,Logistics,GB,GBP,2025-12-31,33367209.438002,0.047,0.438,81170593.903817,14933274.055054,45564466.669541,8015607.510933,3925554.05153,4.5,1.5,3738622.906219,39722868.378574,60752622.226054
B040,Vale Freight 40,Logistics,GB,GBP,2026-03-31,34021468.44659,0.049,0.446,83443370.533124,15530605.017256,44425355.002802,8592731.25172,4112485.196841,4.5,1.5,3738622.906219,39722868.378574,60752622.226054
B040,Vale Freight 40,Logistics,GB,GBP,2026-06-30,34675727.455179,0.051,0.454,85779784.908052,16151829.217946,43314721.127732,9211407.901844,4299416.342152,4.5,1.5,3738622.906219,39722868.378574,60752622.226054
B041,North Engineering 41,Industrials,GB,GBP,2025-09-30,21726762.170983,0.025,0.35,68807347.668455,14310661.722221,31038231.672833,4966117.067653,2483058.533827,4.5,1.5,2483058.533827,26382496.921908,40349701.174682
B041,North Engineering 41,Industrials,GB,GBP,2025-12-31,22161297.414402,0.027,0.358,61100924.729588,12020955.846665,32124569.781382,3535875.352169,2607211.460518,4.5,1.5,2483058.533827,26382496.921908,40349701.174682
B041,North Engineering 41,Industrials,GB,GBP,2026-03-31,22595832.657822,0.029,0.366,54257621.159874,10097602.911199,33248929.72373,2517543.250744,2731364.387209,4.5,1.5,2483058.533827,26382496.921908,40349701.174682
B041,North Engineering 41,Industrials,GB,GBP,2026-06-30,23030367.901242,0.031,0.374,48180767.589968,8481986.445407,34412642.264061,1792490.79453,2855517.313901,4.5,1.5,2483058.533827,26382496.921908,40349701.174682
B042,West Care 42,Healthcare,GB,GBP,2025-09-30,15864052.722475,0.03,0.37,56185555.162796,7584696.026492,22662932.460679,3626069.193709,1813034.596854,4.5,1.5,1813034.596854,19263492.591577,29461812.198883
B042,West Care 42,Healthcare,GB,GBP,2025-12-31,16181333.776925,0.032,0.378,53039164.073679,6977920.344373,23456135.096803,3103915.229815,1903686.326697,4.5,1.5,1813034.596854,19263492.591577,29461812.198883
B042,West Care 42,Healthcare,GB,GBP,2026-03-31,16498614.831374,0.034,0.386,50068970.885553,6419686.716823,24277099.825191,2656951.436721,1994338.05654,4.5,1.5,1813034.596854,19263492.591577,29461812.198883
B042,West Care 42,Healthcare,GB,GBP,2026-06-30,16815895.885824,0.036,0.394,47265108.515962,5906111.779477,25126798.319072,2274350.429833,2084989.786382,4.5,1.5,1813034.596854,19263492.591577,29461812.198883
B043,Oak Partners 43,Business services,GB,GBP,2025-09-30,11321230.006502,0.035,0.39,49739590.924959,7328775.7042,16173185.723574,2587709.715772,1293854.857886,4.5,1.5,1293854.857886,13747207.865038,21025141.440646
B043,Oak Partners 43,Business services,GB,GBP,2025-12-31,11547654.606632,0.037,0.398,48695059.515535,7108912.433074,15768856.080484,2447973.39112,1358547.60078,4.5,1.5,1293854.857886,13747207.865038,21025141.440646
B043,Oak Partners 43,Business services,GB,GBP,2026-03-31,11774079.206762,0.039,0.406,47672463.265709,6895645.060081,15374634.678472,2315782.828,1423240.343674,4.5,1.5,1293854.857886,13747207.865038,21025141.440646
B043,Oak Partners 43,Business services,GB,GBP,2026-06-30,12000503.806892,0.041,0.414,46671341.537129,6688775.708279,14990268.81151,2190730.555288,1487933.086569,4.5,1.5,1293854.857886,13747207.865038,21025141.440646
B044,Brook Foods 44,Consumer,GB,GBP,2025-09-30,28012353.694952,0.04,0.41,69073342.913328,10393545.772455,40017648.135646,6402823.701703,3201411.850852,4.5,1.5,3201411.850852,34015000.915299,52022942.576339
B044,Brook Foods 44,Consumer,GB,GBP,2025-12-31,28572600.768851,0.042,0.418,69798613.013918,10549448.959042,39017206.932255,6575699.941649,3361482.443394,4.5,1.5,3201411.850852,34015000.915299,52022942.576339
B044,Brook Foods 44,Consumer,GB,GBP,2026-03-31,29132847.84275,0.044,0.426,70531498.450564,10707690.693427,38041776.758948,6753243.840074,3521553.035937,4.5,1.5,3201411.850852,34015000.915299,52022942.576339
B044,Brook Foods 44,Consumer,GB,GBP,2026-06-30,29693094.916649,0.046,0.434,71272079.184295,10868306.053829,37090732.339975,6935581.423756,3681623.628479,4.5,1.5,3201411.850852,34015000.915299,52022942.576339
B045,Vale Freight 45,Logistics,GB,GBP,2025-09-30,26214946.443479,0.045,0.43,68579585.47753,11769928.601239,37449923.490684,5991987.758509,2995993.879255,4.5,1.5,2995993.879255,31832434.967081,48684900.537889
B045,Vale Freight 45,Logistics,GB,GBP,2025-12-31,26739245.372348,0.047,0.438,70499813.8709,12240725.745289,36513675.403417,6423410.877122,3145793.573217,4.5,1.5,2995993.879255,31832434.967081,48684900.537889
B045,Vale Freight 45,Logistics,GB,GBP,2026-03-31,27263544.301218,0.049,0.446,72473808.659286,12730354.7751,35600833.518331,6885896.460275,3295593.26718,4.5,1.5,2995993.879255,31832434.967081,48684900.537889
B045,Vale Freight 45,Logistics,GB,GBP,2026-06-30,27787843.230087,0.051,0.454,74503075.301746,13239568.966105,34710812.680373,7381681.005415,3445392.961143,4.5,1.5,2995993.879255,31832434.967081,48684900.537889
B046,North Engineering 46,Industrials,GB,GBP,2025-09-30,13581817.476677,0.025,0.35,26710290.327227,6544745.128322,19402596.395253,3104415.42324,1552207.71162,4.5,1.5,1552207.71162,16492206.935965,25223375.313829
B046,North Engineering 46,Industrials,GB,GBP,2025-12-31,13853453.826211,0.027,0.358,23718737.810578,5497585.90779,20081687.269087,2210343.781347,1629818.097201,4.5,1.5,1552207.71162,16492206.935965,25223375.313829
B046,North Engineering 46,Industrials,GB,GBP,2026-03-31,14125090.175744,0.029,0.366,21062239.175793,4617972.162544,20784546.323505,1573764.772319,1707428.482782,4.5,1.5,1552207.71162,16492206.935965,25223375.313829
B046,North Engineering 46,Industrials,GB,GBP,2026-06-30,14396726.525278,0.031,0.374,18703268.388104,3879096.616537,21512005.444828,1120520.517891,1785038.868363,4.5,1.5,1552207.71162,16492206.935965,25223375.313829
B047,West Care 47,Healthcare,GB,GBP,2025-09-30,24377812.227675,0.03,0.37,83705142.043771,11712659.633065,34825446.039536,5572071.366326,2786035.683163,4.5,1.5,2786035.683163,29601629.133605,45273079.851396
B047,West Care 47,Healthcare,GB,GBP,2025-12-31,24865368.472228,0.032,0.378,79017654.08932,10775646.86242,36044336.650919,4769693.089575,2925337.467321,4.5,1.5,2786035.683163,29601629.133605,45273079.851396
B047,West Care 47,Healthcare,GB,GBP,2026-03-31,25352924.716782,0.034,0.386,74592665.460318,9913595.113426,37305888.433702,4082857.284676,3064639.251479,4.5,1.5,2786035.683163,29601629.133605,45273079.851396
B047,West Care 47,Healthcare,GB,GBP,2026-06-30,25840480.961335,0.036,0.394,70415476.19454,9120507.504352,38611594.528881,3494925.835683,3203941.035637,4.5,1.5,2786035.683163,29601629.133605,45273079.851396
B048,Oak Partners 48,Business services,GB,GBP,2025-09-30,32983524.812823,0.035,0.39,61803024.576589,14989654.568404,47119321.161175,7539091.385788,3769545.692894,4.5,1.5,3769545.692894,40051422.986999,61255117.509528
B048,Oak Partners 48,Business services,GB,GBP,2025-12-31,33643195.309079,0.037,0.398,60505161.060481,14539964.931352,45941338.132146,7131980.450955,3958022.977539,4.5,1.5,3769545.692894,40051422.986999,61255117.509528
B048,Oak Partners 48,Business services,GB,GBP,2026-03-31,34302865.805336,0.039,0.406,59234552.678211,14103765.983411,44792804.678842,6746853.506604,4146500.262183,4.5,1.5,3769545.692894,40051422.986999,61255117.509528
B048,Oak Partners 48,Business services,GB,GBP,2026-06-30,34962536.301592,0.041,0.414,57990627.071968,13680653.003909,43672984.561871,6382523.417247,4334977.546828,4.5,1.5,3769545.692894,40051422.986999,61255117.509528
B049,Brook Foods 49,Consumer,GB,GBP,2025-09-30,18278708.559812,0.04,0.41,60511705.079272,9805139.970908,26112440.799732,4177990.527957,2088995.263979,4.5,1.5,2088995.263979,22195574.679772,33946173.039651
B049,Brook Foods 49,Consumer,GB,GBP,2025-12-31,18644282.731009,0.042,0.418,61147077.982604,9952217.070472,25459629.779739,4290796.272212,2193445.027177,4.5,1.5,2088995.263979,22195574.679772,33946173.039651
B049,Brook Foods 49,Consumer,GB,GBP,2026-03-31,19009856.902205,0.044,0.426,61789122.301421,10101500.326529,24823139.035245,4406647.771562,2297894.790376,4.5,1.5,2088995.263979,22195574.679772,33946173.039651
B049,Brook Foods 49,Consumer,GB,GBP,2026-06-30,19375431.073401,0.046,0.434,62437908.085586,10253022.831427,24202560.559364,4525627.261394,2402344.553575,4.5,1.5,2088995.263979,22195574.679772,33946173.039651
B050,Vale Freight 50,Logistics,GB,GBP,2025-09-30,16734080.335619,0.045,0.43,64050430.185365,11700052.065597,23905829.050884,3824932.648142,1912466.324071,4.5,1.5,1912466.324071,20319954.693252,31077577.76615
B050,Vale Freight 50,Logistics,GB,GBP,2025-12-31,17068761.942331,0.047,0.438,65843842.230556,12168054.14822,23308183.324612,4100327.798808,2008089.640274,4.5,1.5,1912466.324071,20319954.693252,31077577.76615
B050,Vale Freight 50,Logistics,GB,GBP,2026-03-31,17403443.549044,0.049,0.446,67687469.813011,12654776.314149,22725478.741497,4395551.400322,2103712.956478,4.5,1.5,1912466.324071,20319954.693252,31077577.76615
B050,Vale Freight 50,Logistics,GB,GBP,2026-06-30,17738125.155756,0.051,0.454,69582718.967775,13160967.366715,22157341.77296,4712031.101145,2199336.272681,4.5,1.5,1912466.324071,20319954.693252,31077577.76615
